DBN,School Name,Rigorous Instruction Rating,Rigorous Instruction - Element Score,How Interesting And Challenging Is The Curriculum,How Effective Is The Teaching And Learning,How Well Does The School Assess What Students Are Learning,Rigorous Instruction - Overall Positive Responses,Rigorous Instruction - City Positive Responses,Rigorous Instruction - Borough Positive Responses,Collaborative Teachers Rating,Collaborative Teachers - Element Score,Quality Review - How well do teachers work with each other,Collaborative Teachers - Overall Positive Responses,Collaborative Teachers - City Positive Responses,Collaborative Teachers - Borough Positive Responses,Supportive Environment Rating,Supportive Environment - Element Score,Quality Review - How clearly are high expectations communicated to students and staff,Supportive Environment - Overall Positive Responses,Supportive Environment - City Positive Responses,Supportive Environment - Borough Positive Responses,Metric Rating - Least Restrictive Environment,% of Enrollment - Least Restrictive Environment,Population % of Range - Least Restrictive Environment,Metric Value - Least Restrictive Environment,Metric Score - Least Restrictive Environment,Metric Value - Percentage of Students with 90%+ Attendance,Metric Score - Percentage of Students with 90%+ Attendance,Effective School Leadership Rating,Effective School Leadership - Element Score,Effective School Leadership - Overall Positive Responses,Effective School Leadership - City Positive Responses,Effective School Leadership - Borough Positive Responses,Strong Family-Community Ties Rating,Strong Family-Community Ties - Element Score,Strong Family-Community Ties Overall - Positive Responses,Strong Family-Community Ties - City Positive Responses,Strong Family-Community Ties - Borough Positive Responses,Trust Rating,Trust - Element Score,Trust - Overall Positive Responses,Trust - City Positive Responses,Trust - Borough Positive Responses,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,Quality Review - Principal at Time of Review,Quality Review - Dates Of Review
31R605,Staten Island Technical High School,Exceeding Target,4.54,Well Developed,Proficient,Well Developed,90%,79%,81%,Exceeding Target,4.43,Well Developed,87%,80%,84%,Exceeding Target,4.53,Well Developed,86%,72%,71%,Exceeding Target,0.01,0.00,1.00,4.99,92.2%,4.05,Meeting Target,3.90,88%,84%,87%,Meeting Target,3.15,84%,87%,87%,Exceeding Target,4.12,92%,87%,88%,97%,100%,84%,Mark Erlenwein,"January 22, 2015"
32K168,The Brooklyn School for Math and Research,Meeting Target,3.83,Well Developed,Proficient,Proficient,77%,79%,78%,Meeting Target,3.46,Proficient,81%,80%,80%,Meeting Target,3.69,Well Developed,68%,72%,70%,Exceeding Target,0.17,0.49,0.91,4.17,64.0%,3.17,Exceeding Target,4.23,88%,84%,84%,Meeting Target,3.78,88%,87%,89%,Meeting Target,3.96,92%,87%,88%,93%,100%,59%,,April-19
32K403,Academy for Environmental Leadership,Meeting Target,3.14,Proficient,Proficient,Proficient,69%,79%,78%,Meeting Target,3.14,Well Developed,68%,80%,80%,Meeting Target,3.68,Well Developed,65%,72%,70%,Meeting Target,0.20,0.59,0.94,3.13,54.3%,4.39,Meeting Target,3.17,74%,84%,84%,Exceeding Target,4.05,90%,87%,89%,Meeting Target,3.35,84%,87%,88%,91%,96%,88%,CHANTANDREA BLISSETT,March 2017
32K545,EBC High School for Public Service - Bushwick,Meeting Target,3.57,Proficient,Proficient,Proficient,81%,79%,78%,Meeting Target,3.41,Proficient,78%,80%,80%,Meeting Target,3.21,Proficient,70%,72%,70%,Meeting Target,0.23,0.68,0.82,3.88,48.7%,2.81,Meeting Target,3.46,83%,84%,84%,,.,89%,87%,89%,,.,87%,87%,88%,40%,38%,19%,Shawn Brown,March 2017
32K549,The Brooklyn School for Social Justice,Meeting Target,3.38,Proficient,Proficient,Proficient,74%,79%,78%,Approaching Target,2.57,Proficient,71%,80%,80%,Meeting Target,3.65,Well Developed,73%,72%,70%,Meeting Target,0.21,0.64,0.94,3.00,46.6%,3.32,Approaching Target,2.85,75%,84%,84%,Exceeding Target,4.07,90%,87%,89%,Meeting Target,3.32,85%,87%,88%,62%,100%,37%,Ana Marsh,March 2018
32K552,The Academy of Urban Planning and Engineering,Meeting Target,3.61,Proficient,Proficient,Proficient,84%,79%,78%,Meeting Target,3.97,Proficient,95%,80%,80%,Meeting Target,3.93,Proficient,73%,72%,70%,Approaching Target,0.27,0.82,0.81,2.92,70.0%,4.99,Exceeding Target,4.01,98%,84%,84%,Exceeding Target,4.12,92%,87%,89%,Exceeding Target,4.54,96%,87%,88%,99%,100%,71%,Jorge Sandoval,March 2018
32K554,All City Leadership Secondary School,Exceeding Target,4.59,Proficient,Well Developed,Well Developed,94%,79%,78%,Exceeding Target,4.80,Well Developed,94%,80%,80%,Exceeding Target,4.55,Well Developed,89%,70%,70%,Exceeding Target,0.16,0.46,0.97,4.13,80.4%,2.90,Exceeding Target,4.83,98%,83%,84%,Exceeding Target,4.57,96%,90%,89%,Exceeding Target,4.52,95%,87%,88%,88%,84%,39%,Elvis Estevez,21-Apr-15
32K556,Bushwick Leaders High School for Academic Excellen,Approaching Target,2.83,Proficient,Proficient,Developing,68%,79%,78%,Approaching Target,2.62,Proficient,62%,80%,80%,Meeting Target,3.33,Proficient,71%,72%,70%,Approaching Target,0.27,0.81,0.76,2.33,47.4%,2.59,Meeting Target,3.15,64%,84%,84%,Meeting Target,3.89,91%,87%,89%,Meeting Target,3.25,82%,87%,88%,95%,59%,24%,CATHERINE REILLY,February 2018
84K356,Achievement First Crown Heights Charter School,,.,,,,74%,79%,78%,,.,,88%,78%,80%,Exceeding Target,4.17,,68%,68%,70%,Exceeding Target,0.16,0.46,0.50,4.07,90.8%,4.22,,.,83%,82%,84%,,.,94%,92%,89%,,.,88%,86%,88%,91%,5%,19%,,
84K357,KIPP AMP Charter School,,.,,,,87%,N/A,78%,,.,,88%,N/A,80%,,.,,79%,N/A,70%,Exceeding Target,0.18,0.53,0.52,4.33,84.7%,4.10,,.,94%,N/A,84%,,.,93%,N/A,89%,,.,95%,N/A,88%,6%,14%,17%,,
84K358,Achievement First East New York Charter School,Exceeding Target,4.69,,,,87%,79%,78%,Exceeding Target,4.54,,91%,78%,80%,Exceeding Target,4.43,,73%,68%,70%,Approaching Target,0.09,0.23,0.41,2.83,94.2%,4.47,Exceeding Target,4.37,93%,82%,84%,Exceeding Target,4.27,96%,92%,89%,Exceeding Target,4.20,92%,86%,88%,95%,48%,20%,,
84K359,The Uft Charter School,Meeting Target,3.51,,,,79%,79%,78%,Approaching Target,2.99,,69%,80%,80%,Meeting Target,3.30,,72%,72%,70%,Meeting Target,0.13,0.38,0.59,3.25,48.7%,2.40,Approaching Target,2.82,77%,84%,84%,Meeting Target,3.30,86%,87%,89%,Meeting Target,3.30,86%,87%,88%,89%,95%,27%,,
84K473,Williamsburg Charter High School,Meeting Target,3.41,,,,78%,79%,78%,Meeting Target,3.50,,78%,80%,80%,Approaching Target,2.86,,65%,72%,70%,Approaching Target,0.18,0.54,0.57,2.67,56.4%,2.27,Meeting Target,3.03,81%,84%,84%,Meeting Target,3.66,88%,87%,89%,Meeting Target,3.24,86%,87%,88%,89%,97%,69%,,
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,Meeting Target,3.77,,,,81%,79%,78%,Meeting Target,3.64,,79%,78%,80%,Meeting Target,3.41,,68%,68%,70%,Not Meeting Target,0.13,0.37,0.13,1.39,66.9%,2.22,Meeting Target,3.18,81%,82%,84%,Meeting Target,3.80,93%,92%,89%,Meeting Target,3.33,86%,86%,88%,39%,87%,25%,,
84K608,Kings Collegiate Charter School,Meeting Target,3.79,,,,82%,79%,78%,Meeting Target,3.50,,78%,78%,80%,Meeting Target,3.59,,64%,68%,70%,Exceeding Target,0.16,0.46,0.26,4.57,75.6%,2.38,Meeting Target,3.50,83%,82%,84%,Meeting Target,3.86,93%,92%,89%,Meeting Target,3.65,88%,86%,88%,90%,92%,62%,,
84K626,Achievement First Brownsville Charter School,Meeting Target,3.63,,,,81%,79%,78%,Approaching Target,2.95,,72%,78%,80%,Exceeding Target,4.13,,70%,68%,70%,Meeting Target,0.10,0.28,0.24,3.00,88.3%,3.91,Meeting Target,3.37,81%,82%,84%,,.,91%,92%,89%,,.,85%,86%,88%,44%,32%,17%,,
84K652,Brooklyn Ascend Charter School,Approaching Target,2.53,,,,72%,79%,78%,Approaching Target,2.65,,67%,78%,80%,Meeting Target,3.65,,63%,68%,70%,Meeting Target,0.19,0.56,0.36,3.38,84.0%,4.32,Approaching Target,2.14,71%,82%,84%,Meeting Target,3.69,92%,92%,89%,Meeting Target,3.12,83%,86%,88%,94%,100%,65%,,
84K693,Northside Charter High School,Meeting Target,3.99,,,,83%,79%,78%,Exceeding Target,4.23,,90%,80%,80%,Exceeding Target,4.31,,74%,72%,70%,Meeting Target,0.19,0.56,0.42,3.13,84.7%,4.99,Exceeding Target,4.35,95%,84%,84%,Approaching Target,2.46,81%,87%,89%,Meeting Target,3.92,92%,87%,88%,98%,96%,78%,,
84K707,Brooklyn Prospect Charter School,Meeting Target,3.73,,,,81%,79%,78%,Meeting Target,3.82,,82%,80%,80%,Meeting Target,3.90,,71%,70%,70%,Meeting Target,0.17,0.50,0.32,3.63,N<15,.,Meeting Target,3.53,85%,83%,84%,Meeting Target,3.71,91%,90%,89%,Meeting Target,3.80,89%,87%,88%,84%,49%,34%,,
84K712,Excellence Girls Charter School,Meeting Target,3.03,,,,77%,79%,78%,Meeting Target,3.65,,81%,78%,80%,Approaching Target,2.86,,61%,68%,70%,Approaching Target,0.15,0.43,0.19,2.17,85.3%,4.02,Meeting Target,3.42,83%,82%,84%,Meeting Target,3.71,92%,92%,89%,Meeting Target,3.05,84%,86%,88%,79%,79%,42%,,
84K730,Summit Academy Charter School,Approaching Target,2.66,,,,69%,79%,78%,Approaching Target,2.73,,68%,80%,80%,Meeting Target,3.50,,71%,70%,70%,Not Meeting Target,0.20,0.59,0.39,1.72,54.2%,2.42,Approaching Target,2.42,73%,83%,84%,Exceeding Target,4.48,96%,90%,89%,Meeting Target,3.64,86%,87%,88%,67%,58%,80%,,
84K733,"Math, Engineering, and Science Academy Charter Hig",Approaching Target,2.56,,,,67%,79%,78%,Meeting Target,3.20,,74%,80%,80%,Exceeding Target,4.17,,71%,72%,70%,Approaching Target,0.15,0.43,0.46,2.33,83.8%,4.99,Approaching Target,2.64,75%,84%,84%,Meeting Target,3.16,86%,87%,89%,Meeting Target,3.42,86%,87%,88%,76%,96%,21%,,
84K738,New Visions Charter High School for Advanced Math,Meeting Target,3.26,,,,77%,79%,78%,Meeting Target,3.48,,76%,80%,80%,Meeting Target,3.20,,59%,72%,70%,Not Meeting Target,0.13,0.37,0.44,1.94,75.5%,4.08,Meeting Target,3.17,81%,84%,84%,Meeting Target,3.36,85%,87%,89%,Approaching Target,2.98,84%,87%,88%,94%,100%,86%,,
84K739,New Visions Charter High School for the Humanities,Approaching Target,2.51,,,,66%,79%,78%,Approaching Target,2.24,,58%,80%,80%,Meeting Target,3.50,,62%,72%,70%,Meeting Target,0.20,0.61,0.70,3.13,69.1%,4.28,Approaching Target,2.30,70%,84%,84%,Meeting Target,3.61,87%,87%,89%,Approaching Target,2.91,81%,87%,88%,91%,91%,19%,,
84K744,Coney Island Preparatory Public Charter School,Meeting Target,3.75,,,,81%,79%,78%,Meeting Target,3.85,,82%,78%,80%,Meeting Target,3.72,,71%,68%,70%,Exceeding Target,0.24,0.74,0.43,4.21,79.6%,4.21,Meeting Target,3.70,85%,82%,84%,Exceeding Target,4.09,95%,92%,89%,Meeting Target,3.85,89%,86%,88%,87%,93%,47%,,
84K757,Unity Prep Charter School,Approaching Target,2.91,,,,74%,79%,78%,Meeting Target,3.06,,71%,80%,80%,Meeting Target,3.17,,62%,70%,70%,Approaching Target,0.23,0.71,0.21,2.00,79.3%,4.33,Meeting Target,3.17,81%,83%,84%,Meeting Target,3.79,91%,90%,89%,Meeting Target,3.04,83%,87%,88%,83%,54%,37%,,
84K775,Leadership Preparatory Ocean Hill Charter School,Meeting Target,3.47,,,,80%,79%,78%,Meeting Target,3.30,,76%,78%,80%,Meeting Target,3.00,,64%,68%,70%,Meeting Target,0.11,0.30,0.33,3.63,79.9%,2.86,Meeting Target,3.17,80%,82%,84%,Meeting Target,3.95,94%,92%,89%,Meeting Target,3.08,84%,86%,88%,31%,77%,31%,,
84K803,Brooklyn LAB Charter School,Approaching Target,2.72,,,,72%,79%,78%,Approaching Target,2.57,,68%,80%,80%,Approaching Target,2.25,,57%,70%,70%,Not Meeting Target,0.27,0.82,0.30,1.67,N<15,.,Approaching Target,2.57,75%,83%,84%,Meeting Target,3.39,89%,90%,89%,Approaching Target,2.96,83%,87%,88%,65%,72%,14%,,
84K892,Brooklyn Emerging Leaders Academy,Exceeding Target,4.15,,,,85%,79%,78%,Exceeding Target,4.12,,88%,80%,80%,,.,,80%,72%,70%,Approaching Target,0.19,0.57,0.32,2.75,N<15,.,Exceeding Target,4.22,92%,84%,84%,Exceeding Target,4.61,95%,87%,89%,Exceeding Target,4.28,94%,87%,88%,80%,95%,84%,,
84M065,Democracy Prep Endurance Charter School,Approaching Target,2.75,,,,74%,79%,79%,Approaching Target,2.94,,72%,80%,78%,Meeting Target,3.20,,60%,70%,72%,Not Meeting Target,0.14,0.41,0.23,1.33,81.0%,3.98,Approaching Target,2.17,72%,83%,82%,Meeting Target,3.39,89%,90%,87%,Approaching Target,2.47,79%,87%,87%,85%,90%,43%,,
84M068,KIPP Washington Heights Middle School,,.,,,,87%,N/A,79%,,.,,88%,N/A,78%,,.,,79%,N/A,72%,Meeting Target,0.15,0.44,0.34,3.88,88.1%,3.95,,.,94%,N/A,82%,,.,93%,N/A,87%,,.,95%,N/A,87%,6%,14%,17%,,
84M204,Capital Preparatory (CP) Harlem Charter School,,.,,,,72%,79%,79%,,.,,59%,80%,78%,Not Meeting Target,1.53,,50%,70%,72%,,0.18,0.54,0.50,.,44.2%,.,,.,67%,83%,82%,,.,87%,90%,87%,,.,69%,87%,87%,55%,28%,19%,,
84M279,The Opportunity Charter School,Approaching Target,2.12,,,,65%,79%,79%,Approaching Target,2.46,,64%,80%,78%,Approaching Target,2.70,,62%,70%,72%,Not Meeting Target,0.61,1.00,0.53,1.72,46.7%,2.79,Approaching Target,2.83,77%,83%,82%,Approaching Target,2.93,87%,90%,87%,Approaching Target,2.74,82%,87%,87%,87%,73%,32%,,
84M284,Harlem Children's Zone Promise Academy 1 Charter S,Meeting Target,3.05,,,,75%,79%,79%,Approaching Target,2.96,,68%,78%,78%,Exceeding Target,4.02,,64%,68%,72%,Exceeding Target,0.14,0.41,0.40,4.23,88.4%,4.81,Meeting Target,3.14,79%,82%,82%,Meeting Target,3.22,90%,92%,87%,Meeting Target,3.28,85%,86%,87%,89%,72%,41%,,
84M335,Harlem Village Academy East Charter School,Approaching Target,2.38,,,,68%,N/A,79%,Approaching Target,2.76,,67%,N/A,78%,Approaching Target,2.47,,59%,N/A,72%,Meeting Target,0.22,0.67,0.42,3.00,81.9%,4.33,Approaching Target,2.80,79%,N/A,82%,Approaching Target,2.03,79%,N/A,87%,Approaching Target,2.75,84%,N/A,87%,87%,100%,56%,,
84M336,KIPP Infinity Charter School,,.,,,,87%,N/A,79%,,.,,88%,N/A,78%,,.,,79%,N/A,72%,Meeting Target,0.25,0.77,0.69,3.88,82.1%,3.54,,.,94%,N/A,82%,,.,93%,N/A,87%,,.,95%,N/A,87%,6%,14%,17%,,
84M341,Harlem Children's Zone Promise Academy II Charter,Approaching Target,2.68,,,,73%,79%,79%,Approaching Target,2.99,,71%,78%,78%,Meeting Target,3.50,,62%,68%,72%,Meeting Target,0.13,0.36,0.30,3.71,84.4%,3.89,Meeting Target,3.32,81%,82%,82%,Meeting Target,3.35,90%,92%,87%,Meeting Target,3.38,86%,86%,87%,81%,61%,54%,,
84M350,Democracy Prep Charter School,Meeting Target,3.05,,,,75%,79%,79%,Approaching Target,2.98,,72%,80%,78%,Meeting Target,3.61,,64%,70%,72%,Approaching Target,0.15,0.42,0.42,2.33,88.5%,4.28,Approaching Target,2.94,80%,83%,82%,Meeting Target,3.23,89%,90%,87%,Approaching Target,2.57,81%,87%,87%,86%,95%,63%,,
84M351,Success Academy Charter School - Harlem 1,,.,,,,N/A,79%,79%,,.,,N/A,78%,78%,,.,,N/A,68%,72%,Not Meeting Target,0.12,0.35,0.21,1.83,N<15,.,,.,80%,82%,82%,,.,89%,92%,87%,,.,76%,86%,87%,0%,0%,1%,,
84M353,New Heights Academy Charter School,Meeting Target,3.76,,,,80%,79%,79%,Meeting Target,3.79,,82%,80%,78%,Exceeding Target,4.19,,71%,70%,72%,Approaching Target,0.13,0.37,0.20,2.60,81.8%,4.80,Meeting Target,3.83,87%,83%,82%,Exceeding Target,4.32,95%,90%,87%,Meeting Target,3.89,89%,87%,87%,90%,88%,83%,,
84M382,DREAM Charter School,Meeting Target,3.06,,,,75%,79%,79%,Approaching Target,2.66,,68%,78%,78%,Meeting Target,3.06,,65%,68%,72%,Approaching Target,0.24,0.73,0.20,2.88,75.6%,3.86,Approaching Target,2.44,74%,82%,82%,Exceeding Target,4.04,94%,92%,87%,Meeting Target,3.08,83%,86%,87%,82%,97%,75%,,
84M385,Success Academy Charter School - Harlem 3,,.,,,,N/A,79%,79%,,.,,N/A,78%,78%,,.,,N/A,68%,72%,Not Meeting Target,0.10,0.26,0.14,1.82,N<15,.,,.,83%,82%,82%,,.,92%,92%,87%,,.,87%,86%,87%,0%,1%,6%,,
84M433,Renaissance Charter High School for Innovation,Approaching Target,2.87,,,,72%,79%,79%,Approaching Target,2.83,,66%,80%,78%,Approaching Target,2.58,,68%,72%,72%,Approaching Target,0.30,0.94,0.79,2.67,12.5%,1.00,Approaching Target,2.37,72%,84%,82%,Approaching Target,2.30,80%,87%,87%,Approaching Target,2.88,82%,87%,87%,87%,98%,75%,,
84M478,Inwood Academy for Leadership Charter School,Meeting Target,3.11,,,,74%,79%,79%,Meeting Target,3.76,,81%,80%,78%,Exceeding Target,4.25,,70%,70%,72%,Meeting Target,0.24,0.71,0.32,3.00,82.8%,4.97,Meeting Target,3.89,88%,83%,82%,Meeting Target,3.71,91%,90%,87%,Exceeding Target,4.20,93%,87%,87%,75%,100%,78%,,
84M481,Democracy Prep Harlem Charter School,Meeting Target,3.00,,,,75%,79%,79%,Meeting Target,3.22,,73%,78%,78%,Meeting Target,3.64,,61%,68%,72%,Not Meeting Target,0.17,0.51,0.21,1.00,93.1%,4.98,Meeting Target,3.33,81%,82%,82%,Meeting Target,3.79,93%,92%,87%,Approaching Target,2.99,84%,86%,87%,77%,89%,80%,,
84M522,Broome Street Academy Charter School,Meeting Target,3.19,,,,74%,79%,79%,Approaching Target,2.51,,61%,80%,78%,,.,,66%,72%,72%,Not Meeting Target,0.24,0.72,0.18,1.00,N<15,.,Approaching Target,2.51,74%,84%,82%,Approaching Target,2.28,80%,87%,87%,Approaching Target,2.68,82%,87%,87%,36%,82%,14%,,
84M708,Harlem Prep Charter School,Meeting Target,3.26,,,,78%,79%,79%,Meeting Target,3.52,,77%,78%,78%,Meeting Target,3.11,,60%,68%,72%,Not Meeting Target,0.19,0.57,0.23,1.89,77.2%,3.73,Meeting Target,3.29,81%,82%,82%,Meeting Target,3.57,92%,92%,87%,Meeting Target,3.29,86%,86%,87%,86%,83%,82%,,
84M709,Harlem Village Academy West Charter School,Approaching Target,2.38,,,,68%,N/A,79%,Approaching Target,2.76,,67%,N/A,78%,Approaching Target,2.47,,59%,N/A,72%,Approaching Target,0.17,0.51,0.38,2.83,90.6%,4.99,Approaching Target,2.80,79%,N/A,82%,Approaching Target,2.03,79%,N/A,87%,Approaching Target,2.75,84%,N/A,87%,87%,100%,56%,,
84M726,KIPP STAR College Prep Charter School,,.,,,,87%,N/A,79%,,.,,88%,N/A,78%,,.,,79%,N/A,72%,Exceeding Target,0.27,0.82,0.61,4.33,80.9%,4.10,,.,94%,N/A,82%,,.,93%,N/A,87%,,.,95%,N/A,87%,6%,14%,17%,,
84Q320,New Visions Charter High School for Advanced Math,Meeting Target,3.19,,,,74%,79%,80%,Meeting Target,3.05,,70%,80%,81%,Meeting Target,3.32,,66%,72%,73%,Approaching Target,0.17,0.49,0.73,2.58,74.5%,3.29,Approaching Target,2.87,77%,84%,83%,Meeting Target,3.43,86%,87%,87%,Approaching Target,2.92,84%,87%,86%,85%,95%,47%,,
84Q373,New Visions Charter High School for the Humanities,Meeting Target,3.30,,,,74%,79%,80%,Meeting Target,3.23,,72%,80%,81%,Approaching Target,2.77,,60%,72%,73%,Exceeding Target,0.17,0.50,0.56,4.07,67.5%,2.64,Meeting Target,3.07,79%,84%,83%,Exceeding Target,4.00,90%,87%,87%,Meeting Target,3.45,86%,87%,86%,86%,100%,40%,,
84Q705,Renaissance Charter School,Meeting Target,3.84,,,,83%,79%,80%,Meeting Target,3.93,,83%,78%,81%,Exceeding Target,4.20,,72%,68%,73%,Exceeding Target,0.16,0.47,0.53,4.20,84.7%,4.10,Meeting Target,3.57,85%,82%,83%,Exceeding Target,4.11,95%,92%,87%,Meeting Target,3.85,89%,86%,86%,100%,82%,69%,,
84R067,John W. Lavelle Preparatory Charter School,Meeting Target,3.85,,,,82%,79%,81%,Exceeding Target,4.61,,92%,78%,84%,Meeting Target,3.79,,73%,68%,71%,Exceeding Target,0.04,0.07,1.00,4.99,65.7%,2.23,Exceeding Target,4.47,96%,82%,87%,Meeting Target,3.48,91%,92%,87%,Exceeding Target,4.16,92%,86%,88%,94%,100%,81%,,
84R070,Lois and Richard Nicotra Early College Charter Sch,Approaching Target,2.79,,,,72%,79%,81%,Meeting Target,3.52,,78%,80%,84%,Approaching Target,2.86,,64%,70%,71%,,0.23,0.68,1.44,.,59.5%,.,Meeting Target,3.54,85%,83%,87%,Approaching Target,2.93,87%,90%,87%,Meeting Target,3.18,84%,87%,88%,99%,100%,78%,,
84X185,Bronx Lighthouse Charter School,Meeting Target,3.33,,,,77%,79%,79%,Approaching Target,2.92,,70%,78%,81%,Meeting Target,3.86,,66%,68%,71%,Approaching Target,0.16,0.46,0.24,2.58,N<15,.,Approaching Target,2.51,75%,82%,85%,Meeting Target,3.10,89%,92%,88%,Approaching Target,2.68,82%,86%,88%,83%,92%,77%,,
84X202,New Visions Charter High School for Advanced Math,Meeting Target,3.80,,,,81%,79%,79%,Meeting Target,3.85,,85%,80%,81%,Meeting Target,3.66,,72%,72%,71%,Meeting Target,0.18,0.52,0.69,3.50,62.6%,3.21,Meeting Target,3.85,90%,84%,85%,Meeting Target,3.22,84%,87%,88%,Meeting Target,3.82,90%,87%,88%,95%,93%,62%,,
84X208,New Visions Charter High School for the Humanities,Meeting Target,3.06,,,,75%,79%,79%,Meeting Target,3.24,,73%,80%,81%,Approaching Target,2.73,,62%,72%,71%,Approaching Target,0.20,0.59,0.71,2.67,49.7%,2.37,Meeting Target,3.25,82%,84%,85%,Meeting Target,3.93,90%,87%,88%,Meeting Target,3.23,86%,87%,88%,96%,67%,16%,,
84X345,Hyde Leadership Charter School,Meeting Target,3.34,,,,77%,79%,79%,Meeting Target,3.71,,79%,78%,81%,Exceeding Target,4.31,,72%,68%,71%,Exceeding Target,0.20,0.61,0.36,4.04,71.2%,3.59,Meeting Target,3.42,82%,82%,85%,Exceeding Target,4.00,94%,92%,88%,Meeting Target,3.69,88%,86%,88%,86%,90%,69%,,
84X393,University Prep Charter High School,Meeting Target,3.88,,,,82%,79%,79%,Meeting Target,3.54,,79%,80%,81%,Exceeding Target,4.46,,78%,72%,71%,Meeting Target,0.14,0.39,0.47,3.00,87.8%,4.99,Meeting Target,3.71,87%,84%,85%,Meeting Target,3.86,89%,87%,88%,Meeting Target,3.73,87%,87%,88%,93%,89%,32%,,
84X395,"NYC Charter High School for Architecture, Engineer",Meeting Target,3.91,,,,83%,79%,79%,Meeting Target,3.73,,82%,80%,81%,Exceeding Target,4.51,,78%,72%,71%,Meeting Target,0.19,0.58,0.64,3.88,79.0%,4.99,Meeting Target,3.99,88%,84%,85%,Exceeding Target,4.47,94%,87%,88%,Exceeding Target,4.01,91%,87%,88%,99%,95%,98%,,
84X429,Charter High School for Law and Social Justice,Approaching Target,2.68,,,,70%,79%,79%,Approaching Target,2.87,,68%,80%,81%,,.,,55%,72%,71%,Not Meeting Target,0.13,0.37,0.24,1.39,N<15,.,Approaching Target,2.17,71%,84%,85%,Not Meeting Target,1.00,70%,87%,88%,Approaching Target,2.19,79%,87%,88%,79%,80%,8%,,
84X461,Metropolitan Lighthouse Charter School,Meeting Target,3.08,,,,76%,79%,79%,Meeting Target,3.19,,72%,78%,81%,Meeting Target,3.70,,69%,68%,71%,Meeting Target,0.16,0.48,0.39,3.13,78.2%,3.73,Approaching Target,2.51,75%,82%,85%,Meeting Target,3.71,92%,92%,88%,Meeting Target,3.32,85%,86%,88%,98%,94%,68%,,
84X471,American Dream Charter School,Exceeding Target,4.23,,,,85%,79%,79%,Exceeding Target,4.45,,91%,80%,81%,,.,,82%,70%,71%,Meeting Target,0.17,0.51,0.38,3.00,N<15,.,Exceeding Target,4.16,92%,83%,85%,Exceeding Target,4.63,97%,90%,88%,Exceeding Target,4.36,94%,87%,88%,89%,96%,84%,,
84X482,Dr. Richard Izquierdo Health and Science Charter S,Meeting Target,3.97,,,,84%,79%,79%,Meeting Target,3.81,,82%,80%,81%,Exceeding Target,4.23,,80%,70%,71%,Not Meeting Target,0.18,0.52,0.23,1.50,68.6%,3.63,Meeting Target,3.92,87%,83%,85%,Exceeding Target,4.40,95%,90%,88%,Exceeding Target,4.14,91%,87%,88%,100%,100%,100%,,
84X488,The Equality Charter School,Meeting Target,3.19,,,,76%,79%,79%,Meeting Target,3.56,,77%,80%,81%,Exceeding Target,4.01,,67%,70%,71%,Meeting Target,0.24,0.73,0.43,3.75,74.3%,4.13,Meeting Target,3.82,88%,83%,85%,Meeting Target,3.55,90%,90%,88%,Meeting Target,3.55,88%,87%,88%,93%,79%,62%,,
84X539,New Visions Charter High School for Advanced Math,Meeting Target,3.78,,,,80%,79%,79%,Meeting Target,3.50,,77%,80%,81%,Meeting Target,3.33,,70%,72%,71%,Meeting Target,0.14,0.40,0.65,3.00,64.4%,2.77,Meeting Target,3.61,86%,84%,85%,Meeting Target,3.16,84%,87%,88%,Meeting Target,3.58,88%,87%,88%,86%,88%,81%,,
84X553,New Visions Charter High School for the Humanities,Meeting Target,3.28,,,,76%,79%,79%,Meeting Target,3.57,,79%,80%,81%,Meeting Target,3.86,,69%,72%,71%,Approaching Target,0.20,0.61,0.49,2.25,65.8%,4.28,Exceeding Target,4.09,91%,84%,85%,Exceeding Target,4.02,90%,87%,88%,Meeting Target,3.50,88%,87%,88%,96%,90%,92%,,
84X581,South Bronx Community Charter School,Meeting Target,3.00,,,,72%,79%,79%,Meeting Target,3.35,,76%,80%,81%,,.,,69%,72%,71%,Approaching Target,0.22,0.66,0.37,2.33,N<15,.,Meeting Target,3.06,80%,84%,85%,Exceeding Target,4.13,91%,87%,88%,Meeting Target,3.39,87%,87%,88%,69%,88%,35%,,
84X597,The Urban Assembly Charter School for Computer Sci,,.,,,,88%,79%,79%,,.,,95%,80%,81%,,.,,86%,72%,71%,,0.26,0.78,0.57,.,87.3%,.,,.,99%,84%,85%,,.,95%,87%,88%,,.,97%,87%,88%,85%,100%,66%,,
84X610,Urban Dove Team Charter School II,Meeting Target,3.72,,,,75%,79%,79%,Meeting Target,3.87,,85%,80%,81%,Exceeding Target,4.82,,95%,72%,71%,,0.41,1.00,0.91,.,6.2%,.,Meeting Target,3.89,87%,84%,85%,Exceeding Target,4.87,98%,87%,88%,Exceeding Target,4.61,97%,87%,88%,62%,88%,79%,,
84X703,Bronx Preparatory Charter School,Meeting Target,3.51,,,,79%,79%,79%,Meeting Target,3.50,,77%,80%,81%,Exceeding Target,4.08,,66%,70%,71%,Exceeding Target,0.09,0.26,0.34,4.13,92.4%,4.99,Meeting Target,3.08,82%,83%,85%,Approaching Target,2.93,87%,90%,88%,Approaching Target,2.76,83%,87%,88%,79%,95%,57%,,
