DBN,School Name,School Type,Student Achievement - Section Rating,Student Achievement - Section Score,Metric Rating - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,N count - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,"Metric Rating - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","N count - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Percent of Enrollment - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Population Percent of Range - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Value - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Approaching Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Meeting Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Exceeding Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Score - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS",Metric Rating - 4-Year Graduation Rate - English Language Learners,N count - 4-Year Graduation Rate - English Language Learners,Percent of Enrollment - 4-Year Graduation Rate - English Language Learners,Population Percent of Range - 4-Year Graduation Rate - English Language Learners,Metric Value - 4-Year Graduation Rate - English Language Learners,Approaching Target For 2019 - 4-Year Graduation Rate - English Language Learners,Meeting Target For 2019 - 4-Year Graduation Rate - English Language Learners,Exceeding Target For 2019 - 4-Year Graduation Rate - English Language Learners,Metric Score - 4-Year Graduation Rate - English Language Learners,Metric Rating - 4-Year Graduation Rate - Lowest Third Citywide,N count - 4-Year Graduation Rate - Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Lowest Third Citywide,"Metric Rating - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","N count - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Percent of Enrollment - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Population Percent of Range - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Value - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Approaching Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Meeting Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Exceeding Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Score - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Rating - College and Career Preparatory Course Index, Lowest Third Citywide","N count - College and Career Preparatory Course Index, Lowest Third Citywide","Percent of Enrollment - College and Career Preparatory Course Index, Lowest Third Citywide","Population Percent of Range - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Value - College and Career Preparatory Course Index, Lowest Third Citywide","Approaching Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Meeting Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Exceeding Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Score - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Rating - 4-Year College Readiness Index, Lowest Third Citywide","N count - 4-Year College Readiness Index, Lowest Third Citywide","Percent of Enrollment - 4-Year College Readiness Index, Lowest Third Citywide","Population Percent of Range - 4-Year College Readiness Index, Lowest Third Citywide","Metric Value - 4-Year College Readiness Index, Lowest Third Citywide","Approaching Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Meeting Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Exceeding Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Metric Score - 4-Year College Readiness Index, Lowest Third Citywide",Metric Rating - College Persistence,N count - College Persistence,Metric Value - College Persistence,Approaching Target For 2019 - College Persistence,Meeting Target For 2019 - College Persistence,Exceeding Target For 2019 - College Persistence,Metric Score - College Persistence
28Q896,"Young Women's Leadership School, Queens",High School,Exceeding Target,4.34,,.,0.0%,0.0%,N<5,52.5%,69.3%,82.1%,.,Exceeding Target,12,15.8%,40.1%,91.7%,61.7%,75.0%,85.3%,4.44,,1,1.3%,2.2%,N<10,56.6%,74.2%,84.0%,.,,12,15.8%,21.1%,91.7%,60.4%,74.8%,83.0%,.,Exceeding Target,19,25.7%,34.4%,73.7%,42.5%,53.5%,64.0%,4.57,,12,15.8%,21.1%,12.5%,6.1%,21.6%,36.6%,.,,12,15.8%,21.1%,25.0%,11.7%,23.7%,31.2%,.,Exceeding Target,84,79.8%,54.6%,62.6%,69.4%,4.87
29Q243,Institute for Health Professions at Cambria Height,High School,Meeting Target,3.96,Meeting Target,12,12.0%,27.1%,66.7%,38.3%,55.7%,69.0%,3.83,Meeting Target,11,11.0%,27.9%,81.8%,57.7%,72.4%,83.7%,3.83,,11,11.0%,18.4%,90.9%,45.5%,63.1%,72.9%,.,Exceeding Target,40,40.0%,53.3%,72.5%,48.0%,63.4%,72.3%,4.01,Exceeding Target,49,42.6%,57.0%,71.4%,30.0%,41.0%,51.5%,4.99,Exceeding Target,40,40.0%,53.3%,35.0%,5.0%,16.8%,28.6%,4.31,Exceeding Target,40,40.0%,53.3%,32.5%,11.0%,22.3%,29.4%,4.20,Approaching Target,81,46.3%,44.2%,52.2%,59.0%,2.26
29Q248,Queens Preparatory Academy,High School,Meeting Target,3.24,Approaching Target,21,21.2%,47.9%,42.9%,31.7%,49.1%,62.4%,2.64,Exceeding Target,19,19.2%,48.7%,68.4%,36.2%,51.0%,62.4%,4.37,,7,7.1%,11.9%,N<10,44.9%,62.5%,72.3%,.,Approaching Target,39,39.4%,52.5%,53.8%,39.1%,54.5%,63.4%,2.95,Meeting Target,53,43.4%,58.0%,32.1%,19.4%,29.9%,39.9%,3.22,Exceeding Target,39,39.4%,52.5%,15.4%,5.0%,10.0%,15.0%,4.08,Meeting Target,39,39.4%,52.5%,15.4%,7.6%,15.4%,20.3%,3.00,Approaching Target,115,38.3%,30.7%,38.7%,45.5%,2.95
29Q259,Pathways College Preparatory School: A College Boa,High School,Approaching Target,2.78,Meeting Target,13,17.3%,39.1%,76.9%,49.5%,66.9%,80.2%,3.75,,9,12.0%,30.5%,N<10,57.6%,72.4%,83.7%,.,,5,6.7%,11.2%,N<10,54.1%,71.7%,81.5%,.,Approaching Target,32,42.7%,56.9%,68.8%,60.2%,74.6%,82.9%,2.60,Not Meeting Target,37,40.2%,53.7%,21.6%,44.5%,55.5%,66.0%,1.00,Exceeding Target,32,42.7%,56.9%,50.0%,8.7%,26.8%,44.6%,4.17,Meeting Target,32,42.7%,56.9%,31.3%,16.6%,30.1%,38.7%,3.14,Not Meeting Target,89,49.4%,50.1%,58.1%,64.9%,1.93
29Q265,Excelsior Preparatory High School,High School,Meeting Target,3.74,Exceeding Target,32,26.0%,58.7%,71.9%,37.5%,54.9%,68.2%,4.20,Approaching Target,17,13.8%,35.0%,52.9%,46.3%,61.1%,72.5%,2.45,,11,8.9%,14.9%,63.6%,45.7%,63.3%,73.1%,.,Meeting Target,59,48.0%,64.0%,69.5%,48.1%,63.5%,72.4%,3.67,Meeting Target,38,30.2%,40.4%,52.6%,38.4%,49.4%,59.9%,3.30,Exceeding Target,59,48.0%,64.0%,33.9%,5.3%,18.5%,31.4%,4.11,Approaching Target,59,48.0%,64.0%,22.0%,11.8%,23.9%,31.5%,2.84,Approaching Target,125,40.8%,37.3%,45.3%,52.1%,2.44
29Q272,George Washington Carver High School for the Scien,High School,Meeting Target,3.11,Approaching Target,19,19.2%,43.3%,36.8%,35.7%,53.1%,66.4%,2.06,Not Meeting Target,16,16.2%,41.1%,43.8%,45.8%,60.6%,72.0%,1.89,,8,8.1%,13.6%,N<10,40.5%,58.1%,67.9%,.,Not Meeting Target,35,35.4%,47.2%,34.3%,41.6%,57.0%,65.9%,1.59,Exceeding Target,48,33.6%,44.9%,41.7%,18.6%,28.6%,38.2%,4.22,Not Meeting Target,35,35.4%,47.2%,1.4%,5.0%,12.9%,21.8%,1.28,Approaching Target,35,35.4%,47.2%,14.3%,8.5%,17.1%,22.6%,2.67,Meeting Target,133,47.4%,39.4%,47.4%,54.2%,3.00
29Q283,Preparatory Academy for Writers: A College Board S,High School,Meeting Target,3.35,Exceeding Target,16,16.5%,37.2%,81.3%,33.3%,50.7%,64.0%,4.94,Meeting Target,15,15.5%,39.3%,73.3%,55.4%,70.2%,81.6%,3.27,,3,3.1%,5.2%,N<10,38.2%,55.8%,65.6%,.,Exceeding Target,30,30.9%,41.2%,76.7%,48.0%,63.4%,72.3%,4.24,Exceeding Target,25,22.5%,30.1%,60.0%,37.8%,48.8%,59.3%,4.04,Approaching Target,30,30.9%,41.2%,6.7%,5.7%,20.0%,34.0%,2.07,Approaching Target,30,30.9%,41.2%,16.7%,13.2%,26.6%,35.2%,2.26,Meeting Target,86,62.8%,53.8%,61.8%,68.6%,3.15
29Q313,Benjamin Franklin High School for Finance & Inform,High School,Meeting Target,3.69,Exceeding Target,27,29.3%,66.1%,81.5%,42.9%,60.3%,73.6%,4.43,Exceeding Target,17,18.5%,47.0%,76.5%,50.1%,64.9%,76.3%,4.01,Approaching Target,16,17.4%,29.1%,50.0%,46.7%,64.3%,74.1%,2.19,Exceeding Target,45,48.9%,65.2%,75.6%,50.2%,65.6%,74.5%,4.06,Approaching Target,27,27.3%,36.5%,29.6%,24.0%,35.0%,45.5%,2.51,Meeting Target,45,48.9%,65.2%,26.7%,5.0%,16.4%,27.9%,3.90,Approaching Target,45,48.9%,65.2%,22.2%,11.0%,22.3%,29.4%,2.99,,2,N<15,.,.,.,.
29Q326,Cambria Heights Academy,High School,Meeting Target,3.42,Exceeding Target,23,24.5%,55.3%,82.6%,45.8%,63.2%,76.5%,4.33,Exceeding Target,14,14.9%,37.8%,100.0%,61.4%,74.8%,85.1%,4.99,,7,7.4%,12.4%,N<10,53.2%,70.8%,80.6%,.,Exceeding Target,33,35.1%,46.8%,84.8%,57.7%,73.0%,81.8%,4.16,Meeting Target,29,36.3%,48.5%,55.2%,42.8%,53.8%,64.3%,3.13,Not Meeting Target,33,35.1%,46.8%,6.1%,6.3%,22.0%,37.3%,1.97,Approaching Target,33,35.1%,46.8%,24.2%,17.7%,31.2%,39.8%,2.48,Exceeding Target,100,61.4%,41.3%,49.3%,56.1%,4.45
29Q327,Eagle Academy for Young Men III,High School,Meeting Target,3.20,Exceeding Target,27,46.6%,100.0%,85.2%,45.9%,63.3%,76.6%,4.46,Exceeding Target,16,27.6%,70.1%,87.5%,58.6%,73.0%,84.1%,4.21,,.,0.0%,0.0%,N<10,56.2%,73.8%,83.6%,.,Exceeding Target,31,53.4%,71.2%,87.1%,55.9%,71.3%,80.2%,4.38,Meeting Target,22,40.0%,53.5%,54.5%,39.3%,50.3%,60.8%,3.40,Approaching Target,31,53.4%,71.2%,9.7%,6.0%,20.9%,35.6%,2.25,Meeting Target,31,53.4%,71.2%,25.8%,10.6%,21.5%,28.3%,3.63,Exceeding Target,53,71.7%,48.6%,56.6%,63.4%,4.70
29Q492,"Mathematics, Science Research and Technology Magne",High School,Approaching Target,2.59,Approaching Target,31,27.4%,61.9%,45.2%,30.7%,48.1%,61.4%,2.83,Approaching Target,13,11.5%,29.2%,46.2%,44.0%,58.8%,70.2%,2.15,,8,7.1%,11.9%,N<10,36.8%,54.4%,64.2%,.,Approaching Target,48,42.5%,56.7%,50.0%,40.5%,55.9%,64.8%,2.62,Approaching Target,39,35.8%,47.9%,25.6%,17.2%,26.5%,35.4%,2.90,Approaching Target,48,42.5%,56.7%,8.3%,5.0%,13.3%,22.7%,2.40,Approaching Target,48,42.5%,56.7%,14.6%,9.0%,18.1%,23.9%,2.62,Approaching Target,98,36.7%,33.2%,41.2%,48.0%,2.44
29Q498,Humanities & Arts Magnet High School,High School,Meeting Target,3.02,Exceeding Target,14,11.5%,26.0%,85.7%,32.0%,49.4%,62.7%,4.99,Meeting Target,19,15.6%,39.6%,57.9%,41.4%,56.2%,67.6%,3.15,,16,13.1%,21.9%,87.5%,42.8%,60.4%,70.2%,.,Exceeding Target,50,41.0%,54.7%,68.0%,38.4%,53.8%,62.7%,4.29,Meeting Target,46,40.4%,54.0%,37.0%,19.6%,30.1%,40.2%,3.68,Exceeding Target,50,41.0%,54.7%,27.0%,5.0%,10.0%,17.0%,4.81,Meeting Target,50,41.0%,54.7%,18.0%,8.3%,16.7%,22.0%,3.25,Approaching Target,123,35.0%,32.9%,40.9%,47.7%,2.26
30Q258,Energy Tech High School,High School,Exceeding Target,4.05,,9,8.3%,18.7%,22.2%,44.1%,61.5%,74.8%,.,Not Meeting Target,22,20.2%,51.3%,59.1%,63.6%,76.2%,86.0%,1.70,,3,2.8%,4.7%,N<10,59.2%,75.9%,85.1%,.,,19,17.4%,23.2%,42.1%,52.7%,68.1%,77.0%,.,Exceeding Target,25,22.9%,30.6%,64.0%,38.4%,49.4%,59.9%,4.24,,19,17.4%,23.2%,31.6%,5.7%,20.1%,34.2%,.,,19,17.4%,23.2%,26.3%,10.7%,21.6%,28.5%,.,Not Meeting Target,101,43.6%,56.8%,64.8%,71.6%,1.00
30Q286,"Young Women's Leadership School, Astoria",High School,Exceeding Target,4.30,,.,0.0%,0.0%,N<5,52.4%,69.2%,82.1%,.,,3,4.1%,10.4%,N<10,66.4%,78.1%,87.1%,.,,7,9.5%,15.9%,N<10,62.7%,77.9%,86.4%,.,,8,10.8%,14.4%,100.0%,61.4%,75.4%,83.4%,.,,13,16.5%,22.1%,84.6%,39.0%,50.0%,60.5%,.,,8,10.8%,14.4%,12.5%,6.5%,22.7%,38.6%,.,,8,10.8%,14.4%,25.0%,24.7%,38.2%,46.8%,.,Exceeding Target,81,86.3%,56.4%,64.4%,71.2%,4.99
30Q301,Academy for Careers in Television and Film,High School,Exceeding Target,4.69,,10,7.2%,16.3%,100.0%,54.0%,70.2%,82.7%,.,Exceeding Target,30,21.6%,54.8%,100.0%,65.6%,77.6%,86.8%,4.99,,6,4.3%,7.2%,N<10,59.6%,76.1%,85.3%,.,,21,15.1%,20.1%,95.2%,60.3%,74.7%,82.9%,.,Exceeding Target,27,19.3%,25.8%,85.2%,46.8%,57.8%,68.3%,4.99,,21,15.1%,20.1%,90.5%,7.0%,24.7%,42.0%,.,,21,15.1%,20.1%,52.4%,15.0%,28.5%,37.1%,.,Exceeding Target,121,76.7%,58.3%,66.3%,73.1%,4.30
30Q445,William Cullen Bryant High School,High School,Approaching Target,2.81,,66,10.4%,23.5%,47.0%,28.3%,45.7%,59.0%,.,Approaching Target,84,13.3%,33.8%,61.9%,50.2%,65.0%,76.4%,2.79,Approaching Target,183,29.0%,48.6%,62.3%,47.9%,65.5%,75.3%,2.82,Approaching Target,188,29.7%,39.6%,46.3%,39.6%,55.0%,63.9%,2.44,Approaching Target,216,33.5%,44.8%,25.9%,20.9%,31.9%,42.4%,2.45,Approaching Target,188,29.7%,39.6%,12.5%,5.0%,13.2%,22.4%,2.91,Approaching Target,188,29.7%,39.6%,17.0%,8.9%,17.9%,23.6%,2.90,Meeting Target,633,49.0%,37.6%,45.6%,52.4%,3.50
30Q450,Long Island City High School,High School,Approaching Target,2.74,Approaching Target,79,14.4%,32.5%,49.4%,39.9%,57.3%,70.6%,2.55,Approaching Target,97,17.7%,44.9%,57.7%,48.9%,63.7%,75.1%,2.59,Approaching Target,93,16.9%,28.3%,61.3%,50.1%,67.7%,77.5%,2.64,Approaching Target,187,34.1%,45.5%,54.0%,49.8%,65.2%,74.1%,2.27,Approaching Target,130,33.1%,44.3%,30.8%,27.3%,38.3%,48.8%,2.32,Exceeding Target,187,34.1%,45.5%,29.4%,5.0%,13.3%,22.5%,4.42,Approaching Target,187,34.1%,45.5%,19.3%,11.0%,22.3%,29.4%,2.73,Not Meeting Target,399,40.9%,44.2%,52.2%,59.0%,1.69
30Q501,Frank Sinatra School of the Arts High School,High School,Exceeding Target,4.12,,5,2.7%,6.1%,60.0%,47.9%,65.3%,78.6%,.,Meeting Target,34,18.4%,46.7%,79.4%,65.6%,77.5%,86.8%,3.20,,1,0.5%,0.8%,N<10,62.0%,77.5%,86.1%,.,,16,8.6%,11.5%,68.8%,60.2%,74.6%,82.9%,.,,6,2.7%,3.6%,83.3%,44.1%,55.1%,65.6%,.,,16,8.6%,11.5%,31.3%,6.3%,22.1%,37.6%,.,,16,8.6%,11.5%,37.5%,11.6%,23.4%,30.8%,.,Exceeding Target,235,87.8%,66.4%,74.4%,81.2%,4.55
30Q502,Information Technology High School,High School,Approaching Target,2.98,Approaching Target,45,19.6%,44.2%,51.1%,41.7%,59.1%,72.4%,2.54,Not Meeting Target,38,16.5%,41.9%,44.7%,46.8%,61.6%,73.0%,1.88,,34,14.8%,24.8%,70.6%,54.1%,71.7%,81.5%,.,Approaching Target,65,28.3%,37.7%,52.3%,49.1%,64.5%,73.4%,2.21,Approaching Target,67,26.4%,35.3%,41.8%,36.1%,47.1%,57.6%,2.52,Approaching Target,65,28.3%,37.7%,11.5%,5.0%,13.7%,23.4%,2.75,Approaching Target,65,28.3%,37.7%,21.5%,11.0%,22.3%,29.4%,2.93,Meeting Target,199,62.9%,48.3%,56.3%,63.1%,3.97
30Q555,Newcomers High School,High School,Meeting Target,3.27,Approaching Target,46,15.9%,35.9%,28.3%,20.0%,32.6%,45.9%,2.66,,3,1.0%,2.5%,N<10,46.0%,60.8%,72.2%,.,Approaching Target,282,97.6%,100.0%,67.4%,58.0%,75.2%,84.7%,2.55,Not Meeting Target,108,37.4%,49.9%,26.9%,29.2%,44.6%,53.5%,1.87,Not Meeting Target,85,32.0%,42.8%,12.9%,20.2%,31.1%,41.5%,1.64,Meeting Target,108,37.4%,49.9%,15.7%,5.0%,14.7%,25.0%,3.10,Not Meeting Target,108,37.4%,49.9%,10.2%,11.1%,22.5%,29.7%,1.92,Not Meeting Target,269,37.9%,38.3%,46.3%,53.1%,1.96
30Q575,Academy of American Studies,High School,Exceeding Target,4.16,,5,2.3%,5.2%,40.0%,51.5%,68.6%,81.8%,.,Meeting Target,24,11.1%,28.2%,87.5%,68.1%,79.2%,87.7%,3.98,,20,9.3%,15.6%,100.0%,61.7%,77.4%,86.0%,.,,19,8.8%,11.7%,78.9%,62.3%,75.9%,83.8%,.,,29,12.0%,16.0%,82.8%,43.7%,54.7%,65.2%,.,,19,8.8%,11.7%,31.6%,7.7%,25.8%,43.6%,.,,19,8.8%,11.7%,26.3%,16.8%,30.3%,38.9%,.,Meeting Target,254,77.4%,69.4%,77.4%,84.2%,3.00
30Q580,Baccalaureate School for Global Education,High School,Exceeding Target,4.49,,.,0.0%,0.0%,N<5,.,.,.,.,,1,1.8%,4.6%,N<10,.,.,.,.,,2,3.6%,6.0%,N<10,.,.,.,.,,1,1.8%,2.4%,N<5,.,.,.,.,,1,1.3%,1.7%,N<5,.,.,.,.,,1,1.8%,2.4%,N<5,.,.,.,.,,1,1.8%,2.4%,N<5,.,.,.,.,Meeting Target,88,85.2%,77.6%,84.3%,90.0%,3.16
31R028,The Eagle Academy for Young Men of Staten Island,High School,Approaching Target,2.59,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<10,.,.,.,.,,.,0.0%,0.0%,N<10,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,N<15,.,.,.,.
31R047,CSI High School for International Studies,High School,Exceeding Target,4.73,,.,0.0%,0.0%,N<5,.,.,.,.,Exceeding Target,14,13.3%,33.8%,100.0%,70.6%,80.8%,88.7%,4.99,,1,1.0%,1.7%,N<10,.,.,.,.,,4,3.8%,5.1%,N<5,61.7%,75.6%,83.5%,.,,4,3.0%,4.0%,N<5,39.6%,50.6%,61.1%,.,,4,3.8%,5.1%,N<5,6.1%,21.2%,36.1%,.,,4,3.8%,5.1%,N<5,10.8%,21.8%,28.7%,.,Meeting Target,127,77.1%,67.2%,75.2%,82.0%,3.28
31R064,Gaynor McCown Expeditionary Learning School,High School,Meeting Target,3.47,,4,4.5%,10.2%,N<5,49.2%,66.6%,79.9%,.,Meeting Target,22,24.7%,62.7%,81.8%,65.1%,77.3%,86.6%,3.48,,1,1.1%,1.8%,N<10,61.4%,77.2%,85.9%,.,Meeting Target,17,19.1%,25.5%,76.5%,59.6%,74.2%,82.6%,3.27,,8,7.3%,9.8%,62.5%,44.2%,55.2%,65.7%,.,Approaching Target,17,19.1%,25.5%,8.8%,5.4%,19.0%,32.4%,2.25,Approaching Target,17,19.1%,25.5%,11.8%,8.6%,17.4%,23.0%,2.36,Exceeding Target,104,77.9%,55.1%,63.1%,69.9%,4.67
31R080,The Michael J. Petrides School,High School,Meeting Target,3.53,,9,8.3%,18.7%,77.8%,58.4%,73.1%,84.3%,.,Approaching Target,23,21.1%,53.6%,78.3%,68.3%,79.4%,87.8%,2.90,,3,2.8%,4.7%,N<10,67.5%,80.8%,88.1%,.,,15,13.8%,18.4%,80.0%,64.1%,77.1%,84.6%,.,,16,14.5%,19.4%,75.0%,47.7%,58.7%,69.2%,.,,15,13.8%,18.4%,30.0%,6.8%,23.9%,40.6%,.,,15,13.8%,18.4%,6.7%,12.4%,25.1%,33.2%,.,Not Meeting Target,118,60.2%,61.6%,69.6%,76.4%,1.87
31R440,New Dorp High School,High School,Approaching Target,2.92,Approaching Target,78,11.1%,25.1%,52.6%,46.2%,63.6%,76.9%,2.37,Approaching Target,160,22.7%,57.6%,66.3%,59.7%,73.7%,84.5%,2.47,,52,7.4%,12.4%,76.9%,58.2%,75.2%,84.7%,.,Approaching Target,203,28.8%,38.4%,67.0%,56.4%,71.8%,80.7%,2.69,Approaching Target,220,29.9%,40.0%,38.6%,35.4%,46.4%,56.9%,2.29,Meeting Target,203,28.8%,38.4%,30.0%,5.9%,20.7%,35.3%,3.64,Approaching Target,203,28.8%,38.4%,18.2%,10.5%,21.2%,27.9%,2.72,Approaching Target,685,52.3%,50.8%,58.8%,65.6%,2.19
31R445,Port Richmond High School,High School,Approaching Target,2.70,Approaching Target,67,18.6%,42.0%,46.3%,36.2%,53.6%,66.9%,2.58,Approaching Target,89,24.7%,62.7%,52.8%,47.6%,62.4%,73.8%,2.35,,49,13.6%,22.8%,53.1%,36.6%,54.2%,64.0%,.,Approaching Target,133,36.8%,49.1%,45.1%,42.5%,57.9%,66.8%,2.17,Approaching Target,150,37.1%,49.6%,20.7%,19.6%,30.1%,40.2%,2.10,Exceeding Target,133,36.8%,49.1%,21.1%,5.0%,10.0%,15.8%,4.46,Meeting Target,133,36.8%,49.1%,15.8%,6.3%,12.7%,16.8%,3.76,Approaching Target,403,38.7%,34.2%,42.2%,49.0%,2.56
31R450,Curtis High School,High School,Approaching Target,2.73,Approaching Target,92,14.0%,31.6%,51.1%,36.9%,54.3%,67.6%,2.82,Approaching Target,127,19.4%,49.2%,59.1%,51.8%,66.6%,78.0%,2.49,,72,11.0%,18.4%,48.6%,43.6%,61.2%,71.0%,.,Approaching Target,219,33.4%,44.5%,53.9%,46.5%,61.9%,70.8%,2.48,Meeting Target,259,40.5%,54.1%,40.2%,25.1%,36.1%,46.6%,3.39,Exceeding Target,219,33.4%,44.5%,24.7%,5.0%,11.3%,19.2%,4.39,Meeting Target,219,33.4%,44.5%,20.1%,8.2%,16.5%,21.8%,3.68,Meeting Target,609,53.9%,43.7%,51.7%,58.5%,3.32
31R455,Tottenville High School,High School,Meeting Target,3.41,,20,2.2%,5.0%,90.0%,46.5%,63.9%,77.2%,.,Meeting Target,179,19.3%,49.0%,82.1%,64.5%,76.9%,86.4%,3.55,,17,1.8%,3.0%,76.5%,54.9%,72.5%,82.3%,.,,137,14.8%,19.7%,70.8%,56.1%,71.5%,80.4%,.,,141,13.7%,18.3%,35.5%,39.6%,50.6%,61.1%,.,,137,14.8%,19.7%,14.2%,5.8%,20.4%,34.7%,.,,137,14.8%,19.7%,23.4%,10.1%,20.5%,27.0%,.,Approaching Target,1030,68.2%,65.1%,73.1%,79.9%,2.39
31R460,Susan E. Wagner High School,High School,Meeting Target,3.25,,70,9.1%,20.5%,58.6%,46.3%,63.7%,77.0%,.,Approaching Target,155,20.1%,51.0%,68.4%,58.1%,72.7%,83.9%,2.71,,74,9.6%,16.1%,73.0%,55.1%,72.7%,82.5%,.,Approaching Target,198,25.7%,34.3%,67.7%,54.3%,69.7%,78.6%,2.87,Approaching Target,189,24.7%,33.0%,38.6%,31.1%,42.1%,52.6%,2.68,Meeting Target,198,25.7%,34.3%,24.7%,5.9%,20.7%,35.1%,3.28,Meeting Target,198,25.7%,34.3%,24.7%,10.3%,20.8%,27.4%,3.59,Exceeding Target,851,71.3%,55.6%,63.6%,70.4%,4.08
31R600,Ralph R. McKee Career and Technical Education High,High School,Meeting Target,3.22,Approaching Target,51,35.4%,79.9%,54.9%,47.0%,64.4%,77.7%,2.45,Approaching Target,43,29.9%,75.9%,65.1%,57.3%,72.1%,83.5%,2.53,,8,5.6%,9.4%,N<10,48.4%,66.0%,75.8%,.,Approaching Target,68,47.2%,62.9%,60.3%,53.7%,69.1%,78.0%,2.43,Not Meeting Target,61,37.7%,50.4%,24.6%,28.7%,39.7%,50.2%,1.80,Exceeding Target,68,47.2%,62.9%,51.5%,5.0%,13.5%,23.0%,4.99,Exceeding Target,68,47.2%,62.9%,27.9%,9.1%,18.3%,24.1%,4.30,Approaching Target,157,44.2%,39.2%,47.2%,54.0%,2.63
31R605,Staten Island Technical High School,High School,Exceeding Target,4.77,,.,0.0%,0.0%,N<5,.,.,.,.,,2,0.6%,1.5%,N<10,.,.,.,.,,.,0.0%,0.0%,N<10,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,,.,0.0%,0.0%,N<5,.,.,.,.,Meeting Target,326,90.2%,82.2%,87.5%,92.1%,3.59
32K168,The Brooklyn School for Math and Research,High School,Exceeding Target,4.35,Meeting Target,19,29.2%,65.9%,63.2%,38.0%,55.4%,68.7%,3.59,Exceeding Target,10,15.4%,39.1%,80.0%,47.4%,62.2%,73.6%,4.39,,6,9.2%,15.4%,N<10,46.5%,64.1%,73.9%,.,Meeting Target,23,35.4%,47.2%,69.6%,47.8%,63.2%,72.1%,3.72,Exceeding Target,16,32.7%,43.7%,62.5%,28.5%,39.5%,50.0%,4.73,Approaching Target,23,35.4%,47.2%,6.5%,5.0%,10.9%,18.5%,2.25,Meeting Target,23,35.4%,47.2%,21.7%,9.2%,18.5%,24.4%,3.54,Exceeding Target,66,74.1%,44.4%,52.4%,59.2%,4.99
